Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,315.838013,315.838013,315.838013,315.838013,315.838013,0
2016-01-04,314.540009,316.181000,314.540009,314.529999,314.529999,0
2016-01-05,314.136993,315.528992,313.619995,314.200012,314.200012,0
2016-01-06,313.230011,315.001007,313.049988,313.338989,313.338989,0
2016-01-07,314.350006,316.079987,313.519989,314.539001,314.539001,0
2016-01-08,313.977997,316.125000,313.769012,313.984009,313.984009,0
2016-01-11,315.760010,317.615997,315.730011,316.109009,316.109009,0
2016-01-12,317.170013,319.092987,315.959991,317.479004,317.479004,0
2016-01-13,316.239014,316.519989,314.480011,316.029999,316.029999,0
2016-01-14,315.468994,316.516998,314.989990,315.239990,315.239990,0
2016-01-15,314.598999,315.848999,313.540009,314.622986,314.622986,0
2016-01-18,315.070007,315.820007,314.480011,315.079987,315.079987,0
2016-01-19,315.278992,315.428986,314.350006,315.278992,315.278992,0
2016-01-20,314.809998,316.279999,314.450012,314.968994,314.968994,0
2016-01-21,314.500000,315.446014,312.779999,314.489990,314.489990,0
2016-01-22,314.018005,314.220001,311.709991,314.007996,314.007996,0
2016-01-25,311.282990,313.066986,311.209991,311.338989,311.338989,0
2016-01-26,311.899994,312.838989,311.679993,311.899994,311.899994,0
2016-01-27,311.819000,314.049011,311.674988,311.819000,311.819000,0
2016-01-28,313.848999,314.591003,312.924988,313.790009,313.790009,0
2016-01-29,313.058990,313.553986,310.820007,313.058990,313.058990,0
2016-02-01,310.769012,311.734009,310.239990,310.765991,310.765991,0
2016-02-02,310.049988,311.907990,309.739990,310.269989,310.269989,0
2016-02-03,311.958008,312.009003,310.260010,311.679993,311.679993,0
2016-02-04,311.010010,311.279999,309.540009,311.029999,311.029999,0
2016-02-05,310.388000,310.653992,309.320007,310.388000,310.388000,0
2016-02-08,309.157990,311.390015,308.899994,309.157990,309.157990,0
2016-02-09,310.410004,312.910004,310.321991,310.717987,310.717987,0
2016-02-10,311.609985,312.209991,310.700012,311.600006,311.600006,0
2016-02-11,311.220001,312.750000,310.980011,311.220001,311.220001,0
2016-02-12,310.791992,311.149994,309.320007,310.609985,310.609985,0
2016-02-15,309.600006,309.678986,308.779999,309.579987,309.579987,0
2016-02-16,309.218994,311.299988,309.049988,309.130005,309.130005,0
2016-02-17,310.540009,311.846008,309.209991,310.540009,310.540009,0
2016-02-18,309.759003,310.233002,309.269989,309.769012,309.769012,0
2016-02-19,309.859985,310.352997,308.799988,310.118988,310.118988,0
2016-02-22,308.250000,308.890015,306.769989,308.358002,308.358002,0
2016-02-23,306.820007,307.790009,306.779999,307.049011,307.049011,0
2016-02-24,307.539001,310.802002,307.390015,307.500000,307.500000,0
2016-02-25,309.529999,311.290009,309.440002,309.519989,309.519989,0
2016-02-26,311.179993,311.779999,309.859009,311.278992,311.278992,0
2016-02-29,311.070007,311.489014,310.070007,311.079987,311.079987,0
2016-03-01,309.670013,310.389008,308.630005,309.759003,309.759003,0
2016-03-02,309.350006,310.750000,309.279999,309.528992,309.528992,0
2016-03-03,310.273987,310.562988,308.540009,310.320007,310.320007,0
2016-03-04,309.639008,310.119995,307.980011,309.639008,309.639008,0
2016-03-07,308.009003,310.334991,307.820007,308.009003,308.009003,0
2016-03-08,309.690002,311.460999,309.290009,309.726990,309.726990,0
2016-03-09,309.790009,310.584991,308.750000,309.834015,309.834015,0
2016-03-10,308.820007,311.346985,308.679993,308.839996,308.839996,0
2016-03-11,311.049988,311.247986,310.089996,310.941010,310.941010,0
2016-03-14,309.816010,310.640015,309.549988,309.837006,309.837006,0
2016-03-15,309.717987,310.864014,309.579987,309.619995,309.619995,0
2016-03-16,310.569000,311.970001,309.739990,310.569000,310.569000,0
2016-03-17,311.260986,311.791992,309.839996,311.338989,311.338989,0
2016-03-18,310.166992,310.769012,309.700012,310.166992,310.166992,0
2016-03-21,309.519989,311.217987,309.470001,309.697998,309.697998,0
2016-03-22,310.529999,312.970001,310.209991,310.562012,310.562012,0
2016-03-23,311.299988,313.882996,311.260010,311.417999,311.417999,0
2016-03-24,313.036987,314.377014,312.739990,313.024994,313.024994,0
2016-03-25,313.447998,313.578003,313.032990,313.447998,313.447998,0
2016-03-28,313.399994,313.859985,313.079010,313.399994,313.399994,0
2016-03-29,313.199005,314.429993,312.806000,313.199005,313.199005,0
2016-03-30,312.839996,314.786011,312.480011,312.959015,312.959015,0
2016-03-31,314.699005,314.928986,313.489990,314.699005,314.699005,0
2016-04-01,313.529999,313.970001,313.010010,313.519989,313.519989,0
2016-04-04,313.239990,313.600006,312.019989,313.407990,313.407990,0
2016-04-05,312.149994,313.268005,311.929993,312.208008,312.208008,0
2016-04-06,313.007996,313.138000,311.929993,312.790009,312.790009,0
2016-04-07,311.907990,312.441010,311.510010,311.928009,311.928009,0
2016-04-08,311.859985,312.898010,311.649994,311.859985,311.859985,0
2016-04-11,312.140015,312.609985,311.500000,312.109985,312.109985,0
2016-04-12,311.588989,312.058990,310.950012,311.588989,311.588989,0
2016-04-13,310.799988,311.278992,310.450012,310.799988,310.799988,0
2016-04-14,310.658997,311.656006,310.440002,310.658997,310.658997,0
2016-04-15,311.049011,311.348999,310.049988,311.049011,311.049011,0
2016-04-18,310.519989,311.130005,309.920013,310.559998,310.559998,0
2016-04-19,310.877991,310.947998,309.630005,310.877991,310.877991,0
2016-04-20,309.519989,310.079987,308.679993,309.640991,309.640991,0
2016-04-21,308.869995,310.925995,308.570007,308.822998,308.822998,0
2016-04-22,309.514008,310.847992,309.390015,309.514008,309.514008,0
2016-04-25,310.148010,311.989990,310.119995,310.148010,310.148010,0
2016-04-26,311.440002,312.755005,311.200012,311.440002,311.440002,0
2016-04-27,311.220001,312.548004,311.040009,311.256012,311.256012,0
2016-04-28,311.209991,311.674011,310.380005,311.315002,311.315002,0
2016-04-29,311.542999,313.010010,311.019989,311.542999,311.542999,0
2016-05-02,311.697998,311.847992,310.292999,311.697998,311.697998,0
2016-05-03,310.532990,312.602997,310.522003,310.915009,310.915009,0
2016-05-04,312.018005,313.026001,311.846008,312.018005,312.018005,0
2016-05-05,312.817993,313.347992,312.347992,312.817993,312.817993,0
2016-05-06,312.388000,314.325989,312.276001,312.388000,312.388000,0
2016-05-09,313.806000,316.122009,313.447998,313.806000,313.806000,0
2016-05-10,315.549011,315.967987,313.191010,315.549011,315.549011,0
2016-05-11,314.518005,315.507996,314.369995,314.518005,314.518005,0
2016-05-12,315.817993,315.997986,314.589996,315.817993,315.817993,0
2016-05-13,315.295013,316.317993,314.778015,315.295013,315.295013,0
2016-05-16,315.123993,315.950012,314.453003,315.119995,315.119995,0
2016-05-17,315.058014,315.809998,314.265015,315.048004,315.048004,0
2016-05-18,315.078003,316.899994,314.809998,315.078003,315.078003,0
2016-05-19,316.415009,316.714996,315.792999,316.415009,316.415009,0
2016-05-20,316.407990,316.980011,315.846008,316.407990,316.407990,0
2016-05-23,315.005005,317.820007,314.377991,315.005005,315.005005,0
2016-05-24,317.398010,317.738007,314.959991,317.321014,317.321014,0
2016-05-25,315.358002,315.368011,313.759003,315.358002,315.358002,0
2016-05-26,314.167999,314.428009,313.329987,314.178009,314.178009,0
2016-05-27,313.869995,315.045990,313.760986,313.877991,313.877991,0
2016-05-30,313.954987,314.190002,313.619995,313.898987,313.898987,0
2016-05-31,313.808990,314.295990,313.449005,313.808990,313.808990,0
2016-06-01,313.428986,314.239014,313.347992,313.428986,313.428986,0
2016-06-02,313.562988,313.989014,312.540009,313.562988,313.562988,0
2016-06-03,312.539001,312.802002,311.760010,312.539001,312.539001,0
2016-06-06,312.378998,312.419006,310.839996,312.329010,312.329010,0
2016-06-07,310.868988,311.348999,310.209991,310.868988,310.868988,0
2016-06-08,310.246002,310.848999,309.867004,310.259003,310.259003,0
2016-06-09,310.329010,311.842010,310.319000,310.329010,310.329010,0
2016-06-10,310.928986,311.881989,310.799988,310.938995,310.938995,0
2016-06-13,311.772003,313.174011,311.385986,311.862000,311.862000,0
2016-06-14,312.458008,314.608002,312.417999,312.447998,312.447998,0
2016-06-15,314.001007,314.541992,313.298004,313.936005,313.936005,0
2016-06-16,314.097992,315.704010,313.959991,314.092987,314.092987,0
2016-06-17,313.972992,314.907990,313.679993,313.945007,313.945007,0
2016-06-20,313.578003,313.865997,312.328003,313.578003,313.578003,0
2016-06-21,312.779999,314.916992,312.678009,312.799988,312.799988,0
2016-06-22,314.545013,315.338013,313.817993,314.545013,314.545013,0
2016-06-23,313.960999,314.730988,313.377991,313.859985,313.859985,0
2016-06-24,313.704987,321.841003,313.505005,313.720001,313.720001,0
2016-06-27,317.479004,318.684998,316.848999,317.268005,317.268005,0
2016-06-28,317.970001,318.319000,316.371002,317.976013,317.976013,0
2016-06-29,317.019012,317.593994,316.074005,316.950989,316.950989,0
2016-06-30,316.498993,317.161987,315.578003,316.489014,316.489014,0
2016-07-01,315.561005,317.285004,315.259003,315.610992,315.610992,0
2016-07-04,317.049011,317.118988,316.489990,317.049011,317.049011,0
2016-07-05,316.648987,317.213013,316.009003,316.648987,316.648987,0
2016-07-06,316.579010,316.959015,315.919006,316.539001,316.539001,0
2016-07-07,316.221008,316.539001,314.523010,316.368988,316.368988,0
2016-07-08,315.071014,315.558990,313.434998,315.148987,315.148987,0
2016-07-11,314.278015,314.278015,312.714996,314.257996,314.257996,0
2016-07-12,313.518005,314.173004,312.858002,313.571014,313.571014,0
2016-07-13,313.940002,314.402008,313.088013,313.929993,313.929993,0
2016-07-14,313.990997,314.131989,313.278992,314.028015,314.028015,0
2016-07-15,314.328003,315.747986,314.100006,314.317993,314.317993,0
2016-07-18,315.407990,315.558014,314.415009,315.398010,315.398010,0
2016-07-19,314.760986,315.447998,314.441986,314.717987,314.717987,0
2016-07-20,315.167999,315.320007,314.285004,315.238007,315.238007,0
2016-07-21,314.347992,314.833008,313.458008,314.316010,314.316010,0
2016-07-22,313.898010,313.944000,312.877991,313.898010,313.898010,0
