Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,27.015400,27.015400,27.015400,27.015400,27.015400,0
2016-01-04,27.007000,27.024900,26.980000,27.020901,27.020901,0
2016-01-05,27.012400,27.030001,26.980000,27.012400,27.012400,0
2016-01-06,27.002001,27.031000,26.980000,27.013399,27.013399,0
2016-01-07,27.026400,27.047400,26.980000,27.026400,27.026400,0
2016-01-08,27.034401,27.041000,26.980000,27.034401,27.034401,0
2016-01-11,27.000999,27.020500,26.980000,27.017401,27.017401,0
2016-01-12,27.006001,27.028999,26.980000,27.015400,27.015400,0
2016-01-13,27.030001,27.030001,26.980000,27.010000,27.010000,0
2016-01-14,27.004000,27.021400,26.980000,27.003000,27.003000,0
2016-01-15,27.014400,27.020000,26.980000,27.014400,27.014400,0
2016-01-18,26.997999,27.041401,26.980000,26.997999,26.997999,0
2016-01-19,27.019400,27.026899,26.980000,27.019400,27.019400,0
2016-01-20,27.022400,27.038401,26.980000,27.022400,27.022400,0
2016-01-21,27.017000,27.058100,26.990000,27.016001,27.016001,0
2016-01-22,27.038401,27.045900,26.990000,27.038401,27.038401,0
2016-01-25,27.003000,27.025400,26.980000,27.014400,27.014400,0
2016-01-26,27.000000,27.031000,26.980000,27.000000,27.000000,0
2016-01-27,27.017401,27.028999,26.980000,27.017401,27.017401,0
2016-01-28,27.016399,27.020901,26.969999,27.007000,27.007000,0
2016-01-29,27.013399,27.028000,26.980000,27.013399,27.013399,0
2016-02-01,27.002001,27.026899,26.980000,27.016399,27.016399,0
2016-02-02,27.014400,27.028000,26.980000,27.014400,27.014400,0
2016-02-03,27.017401,27.026899,26.969999,27.009001,27.009001,0
2016-02-04,27.007999,27.028000,26.980000,27.007999,27.007999,0
2016-02-05,27.004000,27.052000,26.980000,27.015400,27.015400,0
2016-02-08,27.070499,27.070499,27.000000,27.070499,27.070499,0
2016-02-09,27.047001,27.068899,26.990000,27.057501,27.057501,0
2016-02-10,27.010000,27.034500,26.980000,27.009001,27.009001,0
2016-02-11,27.021000,27.081900,26.980000,27.025999,27.025999,0
2016-02-12,27.023500,27.066601,26.990000,27.014999,27.014999,0
2016-02-15,27.025999,27.052900,26.990000,27.021000,27.021000,0
2016-02-16,27.016899,27.041901,26.980000,27.006001,27.006001,0
2016-02-17,27.006001,27.033800,26.980000,27.015400,27.015400,0
2016-02-18,27.003000,27.025400,26.980000,27.019400,27.019400,0
2016-02-19,27.007999,27.031000,26.980000,27.010000,27.010000,0
2016-02-22,27.004999,27.061899,26.980000,27.016500,27.016500,0
2016-02-23,27.051100,27.073099,26.990000,27.051100,27.051100,0
2016-02-24,27.021500,27.046900,26.990000,27.014999,27.014999,0
