"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","decision_type_ID","decision_type","count_decisions"
224,1988,1,"Competition","COMP",12,"Spain","ES",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
230,1988,1,"Competition","COMP",12,"Spain","ES",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
239,1988,1,"Competition","COMP",12,"Spain","ES",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
2923,1992,1,"Competition","COMP",3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
2924,1992,1,"Competition","COMP",3,"Germany","DE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
2931,1992,1,"Competition","COMP",3,"Germany","DE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
2943,1992,1,"Competition","COMP",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
3604,1993,1,"Competition","COMP",1,"Belgium","BE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
3611,1993,1,"Competition","COMP",1,"Belgium","BE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
3663,1993,1,"Competition","COMP",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
3664,1993,1,"Competition","COMP",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
3665,1993,1,"Competition","COMP",4,"Italy","IT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
3666,1993,1,"Competition","COMP",4,"Italy","IT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
3670,1993,1,"Competition","COMP",4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
3675,1993,1,"Competition","COMP",4,"Italy","IT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
3824,1993,1,"Competition","COMP",12,"Spain","ES",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
3825,1993,1,"Competition","COMP",12,"Spain","ES",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
3827,1993,1,"Competition","COMP",12,"Spain","ES",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
3830,1993,1,"Competition","COMP",12,"Spain","ES",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
4384,1994,1,"Competition","COMP",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
4385,1994,1,"Competition","COMP",4,"Italy","IT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
4387,1994,1,"Competition","COMP",4,"Italy","IT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
4391,1994,1,"Competition","COMP",4,"Italy","IT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
4395,1994,1,"Competition","COMP",4,"Italy","IT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
4623,1994,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
4624,1994,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
4638,1994,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
4744,1994,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
4750,1994,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
4758,1994,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
5043,1995,1,"Competition","COMP",1,"Belgium","BE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
5064,1995,1,"Competition","COMP",2,"France","FR",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
5070,1995,1,"Competition","COMP",2,"France","FR",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
5083,1995,1,"Competition","COMP",3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
5084,1995,1,"Competition","COMP",3,"Germany","DE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
5093,1995,1,"Competition","COMP",3,"Germany","DE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
5104,1995,1,"Competition","COMP",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
5110,1995,1,"Competition","COMP",4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
5111,1995,1,"Competition","COMP",4,"Italy","IT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
5144,1995,1,"Competition","COMP",6,"Netherlands","NL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
5153,1995,1,"Competition","COMP",6,"Netherlands","NL",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
5203,1995,1,"Competition","COMP",9,"United Kingdom","UK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
5261,1995,1,"Competition","COMP",12,"Spain","ES",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
5264,1995,1,"Competition","COMP",12,"Spain","ES",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
5266,1995,1,"Competition","COMP",12,"Spain","ES",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
5270,1995,1,"Competition","COMP",12,"Spain","ES",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
5275,1995,1,"Competition","COMP",12,"Spain","ES",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
5363,1995,2,"Agriculture and Rural Development","AGRI",2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
5384,1995,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
5393,1995,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
5398,1995,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
5403,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
5404,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",4
5406,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
5407,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
5410,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
5418,1995,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
5901,1995,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
5918,1995,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
5963,1996,1,"Competition","COMP",2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
5964,1996,1,"Competition","COMP",2,"France","FR",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",5
5965,1996,1,"Competition","COMP",2,"France","FR",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
5966,1996,1,"Competition","COMP",2,"France","FR",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
5967,1996,1,"Competition","COMP",2,"France","FR",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
5968,1996,1,"Competition","COMP",2,"France","FR",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",2
5971,1996,1,"Competition","COMP",2,"France","FR",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
5975,1996,1,"Competition","COMP",2,"France","FR",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
5979,1996,1,"Competition","COMP",2,"France","FR",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
5984,1996,1,"Competition","COMP",3,"Germany","DE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
5987,1996,1,"Competition","COMP",3,"Germany","DE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
5991,1996,1,"Competition","COMP",3,"Germany","DE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
6003,1996,1,"Competition","COMP",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
6004,1996,1,"Competition","COMP",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
6007,1996,1,"Competition","COMP",4,"Italy","IT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
6008,1996,1,"Competition","COMP",4,"Italy","IT",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
6023,1996,1,"Competition","COMP",5,"Luxembourg","LU",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
6042,1996,1,"Competition","COMP",6,"Netherlands","NL",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
6063,1996,1,"Competition","COMP",7,"Denmark","DK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
6131,1996,1,"Competition","COMP",10,"Greece","EL",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
6223,1996,1,"Competition","COMP",15,"Sweden","SE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
6303,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
6304,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",6
6307,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
6310,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",4
6313,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
6315,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
6318,1996,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
6464,1996,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
6465,1996,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
6470,1996,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
6484,1996,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
6490,1996,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
6604,1996,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
6606,1996,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
6863,1997,1,"Competition","COMP",2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
6864,1997,1,"Competition","COMP",2,"France","FR",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
6865,1997,1,"Competition","COMP",2,"France","FR",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
6867,1997,1,"Competition","COMP",2,"France","FR",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
6868,1997,1,"Competition","COMP",2,"France","FR",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
6871,1997,1,"Competition","COMP",2,"France","FR",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
6875,1997,1,"Competition","COMP",2,"France","FR",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
6879,1997,1,"Competition","COMP",2,"France","FR",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
6882,1997,1,"Competition","COMP",3,"Germany","DE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
6883,1997,1,"Competition","COMP",3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",6
6884,1997,1,"Competition","COMP",3,"Germany","DE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",17
6885,1997,1,"Competition","COMP",3,"Germany","DE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",4
6886,1997,1,"Competition","COMP",3,"Germany","DE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
6887,1997,1,"Competition","COMP",3,"Germany","DE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",12
6890,1997,1,"Competition","COMP",3,"Germany","DE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
6891,1997,1,"Competition","COMP",3,"Germany","DE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",7
6895,1997,1,"Competition","COMP",3,"Germany","DE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
6899,1997,1,"Competition","COMP",3,"Germany","DE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",2
6903,1997,1,"Competition","COMP",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
6904,1997,1,"Competition","COMP",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",5
6905,1997,1,"Competition","COMP",4,"Italy","IT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
6907,1997,1,"Competition","COMP",4,"Italy","IT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
6910,1997,1,"Competition","COMP",4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
6911,1997,1,"Competition","COMP",4,"Italy","IT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",3
6915,1997,1,"Competition","COMP",4,"Italy","IT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
6919,1997,1,"Competition","COMP",4,"Italy","IT",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
6944,1997,1,"Competition","COMP",6,"Netherlands","NL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
6946,1997,1,"Competition","COMP",6,"Netherlands","NL",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
6983,1997,1,"Competition","COMP",8,"Ireland","IE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
7023,1997,1,"Competition","COMP",10,"Greece","EL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
7043,1997,1,"Competition","COMP",11,"Portugal","PT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
7044,1997,1,"Competition","COMP",11,"Portugal","PT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
7047,1997,1,"Competition","COMP",11,"Portugal","PT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
7050,1997,1,"Competition","COMP",11,"Portugal","PT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
7059,1997,1,"Competition","COMP",11,"Portugal","PT",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
7062,1997,1,"Competition","COMP",12,"Spain","ES",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
7063,1997,1,"Competition","COMP",12,"Spain","ES",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
7064,1997,1,"Competition","COMP",12,"Spain","ES",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",6
7065,1997,1,"Competition","COMP",12,"Spain","ES",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
7067,1997,1,"Competition","COMP",12,"Spain","ES",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
7070,1997,1,"Competition","COMP",12,"Spain","ES",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
7071,1997,1,"Competition","COMP",12,"Spain","ES",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",4
7075,1997,1,"Competition","COMP",12,"Spain","ES",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
7079,1997,1,"Competition","COMP",12,"Spain","ES",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
7123,1997,1,"Competition","COMP",15,"Sweden","SE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
7183,1997,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
7201,1997,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
7203,1997,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
7244,1997,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
7250,1997,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
7258,1997,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
7324,1997,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
7326,1997,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
7330,1997,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
7364,1997,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
7367,1997,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
7384,1997,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
7390,1997,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
7463,1997,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
7487,1997,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
7503,1997,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
7504,1997,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
7510,1997,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
7513,1997,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
7643,1997,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
7741,1998,1,"Competition","COMP",1,"Belgium","BE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
7743,1998,1,"Competition","COMP",1,"Belgium","BE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
7744,1998,1,"Competition","COMP",1,"Belgium","BE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
7753,1998,1,"Competition","COMP",1,"Belgium","BE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",2
7758,1998,1,"Competition","COMP",1,"Belgium","BE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
7763,1998,1,"Competition","COMP",2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
7764,1998,1,"Competition","COMP",2,"France","FR",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",6
7765,1998,1,"Competition","COMP",2,"France","FR",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
7766,1998,1,"Competition","COMP",2,"France","FR",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
7767,1998,1,"Competition","COMP",2,"France","FR",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
7768,1998,1,"Competition","COMP",2,"France","FR",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
7770,1998,1,"Competition","COMP",2,"France","FR",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
7771,1998,1,"Competition","COMP",2,"France","FR",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
7775,1998,1,"Competition","COMP",2,"France","FR",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
7781,1998,1,"Competition","COMP",3,"Germany","DE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
7782,1998,1,"Competition","COMP",3,"Germany","DE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
7783,1998,1,"Competition","COMP",3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",32
7784,1998,1,"Competition","COMP",3,"Germany","DE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",19
7786,1998,1,"Competition","COMP",3,"Germany","DE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
7787,1998,1,"Competition","COMP",3,"Germany","DE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",9
7788,1998,1,"Competition","COMP",3,"Germany","DE",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
7790,1998,1,"Competition","COMP",3,"Germany","DE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
7791,1998,1,"Competition","COMP",3,"Germany","DE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",9
7793,1998,1,"Competition","COMP",3,"Germany","DE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
7798,1998,1,"Competition","COMP",3,"Germany","DE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
7803,1998,1,"Competition","COMP",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",23
7804,1998,1,"Competition","COMP",4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",10
7805,1998,1,"Competition","COMP",4,"Italy","IT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
7806,1998,1,"Competition","COMP",4,"Italy","IT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
7807,1998,1,"Competition","COMP",4,"Italy","IT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
7808,1998,1,"Competition","COMP",4,"Italy","IT",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
7810,1998,1,"Competition","COMP",4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",4
