"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","decision_type_ID","decision_type","count_decisions"
13802,2004,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
13803,2004,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",16
13823,2004,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
13843,2004,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
13861,2004,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",9
13863,2004,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",17
13864,2004,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
13873,2004,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
13881,2004,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",7
13883,2004,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
13901,2004,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
13903,2004,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
13923,2004,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
13943,2004,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
14023,2004,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
14043,2004,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
14163,2004,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
14164,2004,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
14173,2004,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
14201,2004,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
14203,2004,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",6
