"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","case_type_ID","case_type","decision_type_ID","decision_type","count_decisions"
29703,2000,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",46
29704,2000,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
29707,2000,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
29710,2000,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
29715,2000,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
29763,2000,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
29821,2000,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
29822,2000,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
29823,2000,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",16
29824,2000,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
29830,2000,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
29835,2000,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
29883,2000,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",8
29884,2000,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
29942,2000,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
29943,2000,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",15
30001,2000,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
30003,2000,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",10
30063,2000,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",10
30181,2000,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
30183,2000,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",33
30243,2000,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",12
30244,2000,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
30251,2000,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
30302,2000,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",3
30303,2000,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",12
30363,2000,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
30482,2000,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
30483,2000,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
30543,2000,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",6
30603,2000,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
30723,2000,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
30781,2000,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
30783,2000,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",7
30843,2000,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",8
30903,2000,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
30963,2000,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
31023,2000,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
31082,2000,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
31083,2000,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",28
31143,2000,3,"Maritime Affairs and Fisheries","MARE",13,"Austria","AT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
31203,2000,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
31321,2001,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
31322,2001,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
31323,2001,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",9
31324,2001,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
31331,2001,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
31333,2001,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
31338,2001,1,"Competition","COMP",1,"Belgium","BE",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",2
31363,2001,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
31364,2001,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
31367,2001,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
31370,2001,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
31371,2001,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
31375,2001,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
31379,2001,1,"Competition","COMP",1,"Belgium","BE",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
31383,2001,1,"Competition","COMP",2,"France","FR",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",23
31384,2001,1,"Competition","COMP",2,"France","FR",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
31390,2001,1,"Competition","COMP",2,"France","FR",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
31395,2001,1,"Competition","COMP",2,"France","FR",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
31403,2001,1,"Competition","COMP",2,"France","FR",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
31422,2001,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
31423,2001,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
31424,2001,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
31427,2001,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
31435,2001,1,"Competition","COMP",2,"France","FR",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
31441,2001,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",38
31442,2001,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
31443,2001,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",41
31444,2001,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
31450,2001,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
31451,2001,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
31455,2001,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
31458,2001,1,"Competition","COMP",3,"Germany","DE",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
31463,2001,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
31464,2001,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",4
31467,2001,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
31468,2001,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
31470,2001,1,"Competition","COMP",3,"Germany","DE",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
31483,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",8
31484,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",13
31485,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
31486,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
31487,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",5
31490,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
31491,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",7
31493,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
31495,2001,1,"Competition","COMP",3,"Germany","DE",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",8
31501,2001,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",58
31502,2001,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
31503,2001,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",19
31504,2001,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
31507,2001,1,"Competition","COMP",4,"Italy","IT",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
31523,2001,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
31524,2001,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
31527,2001,1,"Competition","COMP",4,"Italy","IT",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
31543,2001,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
31544,2001,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
31545,2001,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
31547,2001,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
31551,2001,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
31553,2001,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
31554,2001,1,"Competition","COMP",4,"Italy","IT",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",1
31563,2001,1,"Competition","COMP",5,"Luxembourg","LU",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
31564,2001,1,"Competition","COMP",5,"Luxembourg","LU",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
31570,2001,1,"Competition","COMP",5,"Luxembourg","LU",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
31578,2001,1,"Competition","COMP",5,"Luxembourg","LU",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
31621,2001,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",5
31622,2001,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
31623,2001,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",13
31624,2001,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",4
31627,2001,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
31630,2001,1,"Competition","COMP",6,"Netherlands","NL",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
31643,2001,1,"Competition","COMP",6,"Netherlands","NL",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
31662,2001,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
31663,2001,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
31664,2001,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
31667,2001,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
31671,2001,1,"Competition","COMP",6,"Netherlands","NL",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
31681,2001,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
31682,2001,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",5
31683,2001,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",11
31684,2001,1,"Competition","COMP",7,"Denmark","DK",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
31741,2001,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2
31742,2001,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
31743,2001,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",7
31744,2001,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
31750,2001,1,"Competition","COMP",8,"Ireland","IE",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
31763,2001,1,"Competition","COMP",8,"Ireland","IE",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
31783,2001,1,"Competition","COMP",8,"Ireland","IE",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
31801,2001,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",12
31802,2001,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",3
31803,2001,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",24
31804,2001,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",4
31807,2001,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
31810,2001,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
31818,2001,1,"Competition","COMP",9,"United Kingdom","UK",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
31823,2001,1,"Competition","COMP",9,"United Kingdom","UK",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
31842,2001,1,"Competition","COMP",9,"United Kingdom","UK",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
31843,2001,1,"Competition","COMP",9,"United Kingdom","UK",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
31861,2001,1,"Competition","COMP",10,"Greece","EL",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
31863,2001,1,"Competition","COMP",10,"Greece","EL",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",8
31883,2001,1,"Competition","COMP",10,"Greece","EL",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
31884,2001,1,"Competition","COMP",10,"Greece","EL",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
31893,2001,1,"Competition","COMP",10,"Greece","EL",2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
31923,2001,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",9
31924,2001,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
31931,2001,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
31935,2001,1,"Competition","COMP",11,"Portugal","PT",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
31943,2001,1,"Competition","COMP",11,"Portugal","PT",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
31961,2001,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
31962,2001,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
31963,2001,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",1
31964,2001,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
31967,2001,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
31975,2001,1,"Competition","COMP",11,"Portugal","PT",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
31981,2001,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",23
31983,2001,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",27
31984,2001,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
31985,2001,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
31990,2001,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
31991,2001,1,"Competition","COMP",12,"Spain","ES",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
32003,2001,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
32004,2001,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",4
32005,2001,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
32007,2001,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
32008,2001,1,"Competition","COMP",12,"Spain","ES",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",2
32022,2001,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
32023,2001,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",6
32024,2001,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",5
32025,2001,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
32027,2001,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
32031,2001,1,"Competition","COMP",12,"Spain","ES",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",3
